uuid,Keywords,label
1799,Recursive Systems; Final Algorithm,0
1800,Strain Cant; Methanobacterium Alkalithermotolerans; Rrna Gene; Gene Sequence,1
1801,Super Resolution; Guidance Super; Transformer Network; State-Of-The-Art Super; Resolution Approaches; Image Quality,0
1802,A; B,1
1803,Behavioural Problems; Conduct Problems; Peer Problems; Risk Adjustment; Delay Aversion; Mental Health,1
1804,Image Recovery; Nonlocal Regularizations; Nonlocal Low-Rank,0
1805,Query Representations; Patent Prior-Art; Prior-Art Search,0
1806,Anammox Bacteria; Loosdrechtia Aerotolerans; Oxygen Tolerance; Oxygen Concentrations; Selective Advantage,1
1807,Nervous System; Central Nervous; Microglial Polarization; Immune Cells; Phenotypic Changes,1
1808,Post-Traumatic Growth; Adult Patients; Total Ptgi; Cross-Sectional Study; Ptgi Score; Correlation Analysis,1
1809,Multi-Stencil Streamline; Fast Marching; Streamline Fast; Nonviable Tissue,1
1810,Multi-Output Prediction; Structured Output; Output Prediction,0
1811,Mental Health; One-Year Follow-Up; Social Support; Follow-Up Study,0
1812,Dynamic Mrfs; Primal-Dual Strategies,0
1813,Better Results; Convolutional Neural; Achieved Better; Predictive Value; Labeled Data; Evaluation Metrics,0
1814,Acquisition Tool; Sampling Rate; Tool System,1
1815,Signal Detection,0
1816,Transgender People; Aggression Proneness; Higher Levels; Transgender Individuals; Prior Contact; Family Violence,1
1817,Capital Budgeting; Swedish Corporations; Budgeting Methods,0
1818,Spinal Cord; Nervous System; Glial Scar; Cord Injury; Vim-/- Mice; Cell Surface,1
1819,Transcription Factor; Esophageal Carcinoma; Multidrug Resistance,1
1820,Proposed Approach; Ultrawideband Angular; Angular Sensing; Frequency Bands; Hardware Complexity; Spectrum Statistics,0
1821,Point Cloud; Cloud Recognition; Arbitrary Rotations; Cloud Processing; Processing Models,0
1822,A; B,0
1823,Light Bullets,0
1824,Phosphorus Pollutants; Industry Effluent; Water Hyacinth; Eichhornia Crassipes; Experimental Optimization; Glass Industry,1
1825,Junction Temperature; Thermal Resistance,0
1826,Future Footsteps; Proposed System,0
1827,Trading Rules; Asset-Specific Trading; Deep Reinforcement; Reinforcement Learning,0
1828,Wild-Type Saet; M35-4 Saet; Α-Amino Acid; Ester Acyl; Acyl Transferase; Acid Ester,1
1829,Reserve Pool; Built-In Reserve; Move Outward,1
1830,Light-Harvesting Complex; Complex Stress-Related; Heterologous Systems; Non-Photochemical Quenching,1
1831,Connectional Brain; Brain Multigraphs; Brain Regions; Recurrent Multigraph,1
1832,Morphogen Gradients; Patterning Principles,1
1833,Contextual Hierarchical; Semantic Segmentation; Contextual Information; Input Image; Hierarchical Model; Image Segmentation,0
1834,Biomolecular Condensates; Enhancer Clusters; Tgfβ Pathway,1
1835,Electrochemical Platform; Dnazyme-Based Electrochemical; Zn2+ Ions; Biological Process,1
1836,Color Interpolation,0
1837,Climate Change; Science Methods; Social Science; Public Engagement; Landscape Installation,0
1838,Hiapp Protofibrils; Human Islet; Amyloid Polypeptide; Islet Amyloid; Monomeric Hiapp,1
1839,Placemaking Project,0
1840,Image Despeckling; Despeckling Using,0
1841,Industrial Electronics,0
1842,Propionic Acid; Food Preservative; Oxidative Stress; Cellular Immune; Immune Response,1
1843,Dense Connections,1
1844,Input Images,1
1845,Herbaceous Plants; Phellinus Noxius; Brrd-Infested Sites; Noxius Could,1
1846,Traumatic Brain; Brain Injury; Mice Receiving; Antibiotics Prior; Antibiotic Exposure,1
1847,Selenium Deficiency; Tracheal Tissue; Nf-Κb/Nlrp3/Caspase-1 Pathway; Tissue Pyroptosis; Whether Selenium; Selenium Deficiency-Induced,1
1848,Nitronyl Nitroxide; Gold Derivatives; Cross-Coupling Reactions; Nitronyl Nitroxides,1
1849,Executive Functions; Academic Performance; Martial Arts; Team Sports; Sedentary Children; Functions Tasks,0
1850,Classroom Teaching,0
1851,Goods Consumption; Scoping Review,1
1852,Catalytic Activity; Catalytically Active,1
1853,Environmental Water; Dispersed Particulates; On-Site Environmental; Water Analysis,1
1854,Stain Normalization; Class-Agnostic Weighted; Proposed Method; Weighted Normalization,1
1855,A; B,1
1856,Ocean Management; Cultural Connections; Local Communities; Ocean Stewardship; Local Knowledge; Management Approaches,0
1857,Risk Assessment; Radiological Risk; Disposal Facility; Biosphere Dose; Potential Radiological; Legacy Radioactive,1
1858,Digital Twins; Computer Vision; Urban Digital,0
1859,A; B,0
1860,Cultural Heritage; Digital Surface; Heritage Preservation; Hyperheritage Approach; Surface Hyperheritage,0
1861,Cotton Plants; Fitness Cost; Iso-Rr Strain; Frugiperda Resistant; Population Increase; Host Plants,1
1862,Technology Transfer; Transfer Strength,1
1863,Image Denoising; Dilated Residual; Encode-Decode Networks; Residual Encode-Decode; Obtained Using,0
1864,Electrical Discharge; Discharge Machining; Wire Electrical,0
1865,Oxygen Metabolic; Metabolic Consumption; Spatial Regulation; Mouse Brain; Regulation Control; Oxygen Levels,1
1866,Face Images; Sets Consisting; Trait Judgements; Judgements Across; Implicit Person; Randomised Order,1
1867,Acute Toxicity; Laboratory Strain; Chloride Concentration; Sodium Sulfate; Genetically Distinct; Hyalella Azteca,1
1868,Agglomerative Clustering; Proposed Algorithm; Broadcast Addressing; Previous State-Of-The-Art; Control Pins; Previous Works,0
1869,Disaster Management; Disastrous Events,0
1870,A; B,1
1871,Landscape Paintings; Iron Mountains; Terrain Analysis,0
1872,Heteroatoms Like; Like Sulfur; Organic Compounds; Contain Heteroatoms,1
1873,Manufacturing Operations; Operations Scheduling; Sustainable Manufacturing,0
1874,Projected Gaussian; Gaussian Scale; Scale Mixtures,0
1875,Deep Learning; State-Of-The-Art Algorithms; Learning Models,0
1876,Non-Additive Extensions; Proposed Distortion; Audio Samples,0
1877,Humidity Sensing; Sensing Device; High-Performance Humidity,1
1878,Compression Technique; State-Of-The-Art Techniques,0
1879,Weathering Rate; Water System; Watershed Weathering; Silicate Weathering; Accelerated Weathering; Water Chemistry,1
1880,Interval Interpretation; Confidence Interval; Statistical Practices; Open Practices,1
1881,Three-Dimensional Direction-Finding; Direction-Finding Applications; Vector Antenna,0
1882,Rubella Vaccination; Children Aged; Central Vietnam; Initial Campaign; 15-35 Year; Ongoing Transmission,1
1883,Vertical Scaling; Leakage Current,0
1884,A; B,0
1885,Residual Learning; Covid-19 Screening; Prior-Attention Residual; Proposed Method; Parl Blocks,1
1886,Packet Classification; Packet Header; Header Fields; Next-Generation Packet; 12-Tuple Rules,0
1887,Spectral Response; Concentrator Multijunction; Multijunction Solar; Solar Cells,0
1888,Genus Codium; Pharmacological Properties,1
1889,Foreground Probabilistic; Pixel-Level Foreground,0
1890,Mis-C Patients; Inflammatory Syndrome; Longitudinal Strain; Subacute Myocardial; Risk Factors; Multisystem Inflammatory,1
1891,Visual Tracking; Stochastic Fractal; Fractal Search,0
1892,Mammoth Bone; Eastern Europe; Circular Dwellings; Bone Circular,0
1893,Central Saharan; Saharan Rock,0
1894,Iris Segmentation; Fewer Logic; Proposed Algorithm; Existing State-Of-The-Art; Real-Time Iris,0
1895,Multi-Target Tracking; Clutter Rate; Time-Lapse Cell; Cell Microscopy; Microscopy Sequences,1
1896,Gene Editing; Hematopoietic Stem; Progenitor Cells; Single Base; Crispr Gene,1
1897,Locality Adaptive; Auto-Context-Based Locality; Whole Image; Multi-Modality Fusion; Adaptive Multi-Modality,1
1898,Gaseous Pollutants; Particulate Matter; Concentration Levels,0
1899,Energy Trading; Incentivize Prosumers; State-Of-The-Art Mechanisms; Efficient Pricing; Proposed Algorithm; Renewable Generation,0
1900,Access Modes; On-Chip Memory; Motion Estimation; Cost-Efficient Architecture; Memory Accesses; State-Of-The-Art Subsystems,0
1901,Cooling Holes; Machining Processes; Turbine Blades,0
1902,Distributed Energy; Energy Resources; Power Systems,0
1903,Fluorescence Emission; Dynamic Fluorescence; Dynamic Displays,1
1904,Dilated Convolutional; Seed Regions; Pixels Affinity; Convolutional Pixels; Semantic Segmentation; Convolutional Units,0
1905,Severe Sepsis; Lung Tissue; Sepsis Model; Model Rats; Thereby Reducing; Inflammatory Cytokines,1
1906,Object Detection; Transformer Module; Fine-Grained Object; Semi-Supervised Fine-Grained; Detection Framework; Medical Images,1
1907,Word Order; Lexicon Leads,1
1908,Deep Synergistic; Synergistic Interaction; Interaction Network; Joint Classification,1
1909,Bounding Boxes; Scale Space; Robust Tracking; Particle Scale; State-Of-The-Art Trackers,0
1910,Oxygen Evolution; Controlled Electrophoretic; Deposition Strategy; Cofe2O4 Nanoparticles; Electrophoretic Deposition; Evolution Reaction,1
1911,Noise Reduction; Small Animal; Different Regions,1
1912,Antimicrobial Biomaterials,1
1913,Embedded Intelligence; Future Prospects; Research Challenges; Edge Devices; Cloud Server,0
1914,Power Plant; Life Cycle; Pulverized Coal; Coal Fired; Deeper Reduction; Cycle Assessment,0
1915,Neurovascular Coupling; Resting State; Acetylcholine Transporter; Highly Correlated; Vesicular Acetylcholine,1
1916,Text Recognition; Style Transfer; Recognition Methods; Target Dataset,0
1917,Vac-Based Emulsions; First Time,0
1918,Surgery Duration; Laparoscopic Videos; Remaining Surgery; Deep Learning; Manual Annotation,1
1919,Tele-Intensive Care; Care Unit; Systematic Literature; Literature Review; Shandong Province; Regarding Tele-Icu,1
1920,Position Estimates; Hybrid Localization; Coarse Position,0
1921,Art-Pzq Treated; Thioredoxin Glutathione; Glutathione Reductase; Schistosoma Mansoni-Infected; Mansoni-Infected Mice; Schistosome Thioredoxin,0
1922,Attitude Control; Nonlinear Dynamics; Reinforcement Learning; Deep Reinforcement,0
1923,Glandular Structures; Random Field; Polar Space; Field Model,1
1924,Image Colourisation; Cartoon Characters,0
1925,S-Scheme Heterojunction; Built-In Electric; Chemical Bonds; Electric Field; Charge Transfer,1
1926,Pervasive Edge; Edge Computing; Communication Networks; Core Network,0
1927,Virtual Reality,0
1928,Nuclear Receptors; Clock-Related Nuclear; Circadian Clock,1
1929,Cardiomyocyte Death; Ferroptosis-Induced Cardiomyocyte; Signaling Pathway; Akt/Enos Signaling; Inhibiting Akt/Enos; Mir-199A-5P Mimic,1
1930,Mutual Information,0
1931,Harmony Search; Search Algorithm; Hard Problems; High Complexity; High Dimension,0
1932,Intact Varnish; Saudi Arabia; Ha'Il Region; Rock Varnish,1
1933,Racial/Ethnic Disparities; Suid Rates; Race/Ethnicity Confounded; Sudden Unexpected; Unexpected Infant; Infant Death,1
1934,Frequency Technology; Photonic-Assisted Arbitrary; Waveform Generation; Uplink Applications; Taking Advantage; Upgrade Signal,0
1935,X-Ray Dataset; Disease Detection; Chest X-Rays; Disease Proposals; Chest X-Ray; Context Information,1
1936,Microvascular Free; Neck Dissection; Flap Perfusion; Neck Reconstruction; Prior Neck; Neck Irradiation,1
1937,Mixed-Use University; Methylene Chloride; Personal Exposures; Exposure Assessments,0
1938,Kermanian Propolis; Cell Line; Incubation Time; Ic50 Concentrations; Acute Lymphoblastic; Lymphoblastic Leukemia,1
1939,Pose Estimation; Human Pose; Body Joints; Joints Structural; Generative Adversarial; Adversarial Networks,0
1940,A; B,1
1941,Energy Consumption; Economic Growth; Non-Renewable Energy; Total Energy; Developed Nations; Kuznets Curve,1
1942,Stereo Depth; Depth Estimation,0
1943,Response Facilitation; Dyadic Response; Long-Tailed Macaques; Social Influence; Focal Samples,1
1944,Dynamic Complexity; Complexity Measures; Systems Engineering; Evaluation Framework; Complexity Evaluation; Complexity Quantification,0
1945,Data Processing; Deep Learning; Diffusion Models; Data Points; Classical Data; Scan Time,1
1946,Value Priorities; Value Orientations,1
1947,Proposed Method; Guided Filter; Spatial Resolution; Detail Layer; Edge Layer; Filter Based,0
1948,Gh43 Enzymes; Linear Arabinan; Three Gh43; Gh43 Genes; Arabinose Production; Beet Arabinan,1
1949,Decomposition Model; Fourth-Order Nonlocal; Similar Patches; Nonlocal Tensor; Tensor Unit; Tensor Decomposition,1
1950,Proposed Method; X-Ray Images; Registration Framework; Method Achieved; Point-To-Plane Correspondence; Correspondence Model,1
1951,Associating Liver; Liver Partition; Portal Vein; Vein Ligation; Staged Hepatectomy,1
1952,Traditional Risk; Risk Factors; Current Systolic; Cardiovascular Disease; Blood Pressure; Hazard Ratio,1
1953,Pulse Oximetry; Remote Sensing; Sensor Interface,1
1954,Facial Soft; Tissue Depths; Caucasoid Women; Soft Tissue; Tissue Depth,1
1955,Case Series; Pulmonary Hypertension; Pulmonary Thromboendarterectomy,1
1956,Atmospheric Pressure; Negative Ions; Field Desorption; Mass Spectrometry; Ionic Liquids,1
1957,Pose Estimation; Computer Vision; Deep Learning,0
1958,Iterative Grouping; Median Filter; Fixed Value; Value Impulse; Impulse Noise; Grouping Median,0
1959,Anthropogenic Particles; Soybean Meal; Aquaculture Feed; Plant-Based Feeds,1
1960,Inhibition-Stabilized Dynamics; Paradoxical Effect; Self-Sustained Dynamics; Weight Classes; Homeostatic Plasticity; Plasticity Rules,1
1961,Tmem184B Promotes; Cell Carcinoma; Normal Tissues; Adjacent Normal; Expression Pattern; Vivo Experiments,1
1962,Adult Learners; Mobile Learning,0
1963,Resilience Thinking; Local Resilience,0
1964,Multi-Scale Spatial; Spatial Attention; Better Performance; Image Super-Resolution; Attention Networks; Single Image,0
1965,Happy Faces; Angry Faces; Facial Features; Prominent Features; Happy Expressions,1
1966,Climate Change; Climate Conditions; Forest Cover; Projected Climate; Model Simulation; Western Himalayas,1
1967,Early Mesolithic; Shigir Idol; Mesolithic Context; Late Glacial; Late Palaeolithic; Wood Working,0
1968,Voice Conversion; Comparative Study; Speech Representation; Self-Supervised Speech,0
1969,Smart Heating; Occupancy State; Heating Control; Occupancy Schedules,0
1970,Aperture Efficiencies; State-Of-The-Art Feeds,0
1971,State-Of-The-Art Approximate; Smaller Values; Picture Coding,0
1972,Business Models; Business Model; Present Study; Bibliometric Analysis,0
1973,Extra-Normative Work; Situational Strength; Work Represents,1
1974,Liquid State; Less Error; Dendritically Enhanced; Enhanced Readout; State Machine; Readout Stage,1
1975,Orchid Species; Neural Network; Prediction Network; Model Architecture; Convolutional Neural; Orchid Flowers,0
1976,Pose Estimation; Feedback Loop; Joint Hand-Object; Hand-Object Pose; State-Of-The-Art Methods,0
1977,Image Clustering; Clustering Framework; Proposed Clustering; Large-Scale Image,0
1978,Cell Response; Mrna Vaccines,1
1979,Spike Train; Visual Stimulus; Leaky Integrate-And-Fire; Quantization Schema; Visual Scene,0
1980,Recurrent Pterygium; Cyclosporine 0.05; Fibroblast Proliferation,1
1981,Resource Allocation; Ofdma Systems; Adaptive Radio; State-Of-The-Art Approaches; Orthogonal Frequency; Frequency Division,0
1982,Editing Tool; Various Cancer; Crispr/Cas9 Mediated; Mediated Cancer; Cancer Treatment,1
1983,Cell Proliferation; Activating Il6/Stat3; Il6/Stat3 Signaling; Signaling Pathway; Gastric Cancer,1
1984,Gene Expression; Expression Levels; Immune Microenvironment; Cervical Carcinoma; Necroptosis-Related Genes; Clinical Variables,1
1985,Commercial Building; Building Hvac; Hvac Systems; Intrusion Detection; Baids Device; Interconnection Device,0
1986,Ectopic Breast; Breast Tissue; Physical Examination,1
1987,Architectural Level; Arbitrary Curves; General Prime; Prime Field; Circuit Level; Montgomery Multiplier,0
1988,Ship Detection; Remote Sensing; Sensing Images; Rotated Anchor-Aided; Cascade Rotated; Anchor-Aided Detection,0
1989,Sleep Duration; Included Sleep; Include Sleep; Hazard Ratio; Sleep Characteristics; Daytime Sleepiness,1
1990,Heart Transplantation; Following Left; Left Ventricular; Ventricular Assist; Assist Device; Ventral Hernia,1
1991,Low-Power Cmos; Smart Temperature; Temperature Sensor; Cmos Smart; 0.25 Degrees,0
1992,Political System; Party Support; System Justification; System Attitudes,1
1993,Dewatering Liquor; Sludge Dewatering; Thermal Hydrolyzed; Hydrolyzed Sludge; Up-Flow Anaerobic; Hydrolysis Pretreatment,1
1994,Herbicidal Activity; 3-Acyltetramic Acids; Endogenous Abscisic; Abscisic Acid; Acyl Meldrum,1
1995,Virtual Environments; Rapport-Building Behaviours; Episodic Memory; In-Person Face-To-Face; Social Demands,1
1996,Action Recognition; Dense Trajectories; Human Action,0
1997,Neuromorphic System; Neuromorphic Communication; Neuromorphic Systems; Communication Infrastructures,0
1998,Discrete Time; Time Signals; Constant-Q Transform; Time Frequency,0
1999,Blood Cell; Cell Autofluorescence; Blood Cells; Image Analysis; Microscopy Images,1
2000,Nest Predation; Predator Species; Predation Rate; Forest Area; Predation Rates; Predator-Specific Nest,1
2001,Prostate Segmentation; Multi-Site Network; Multi-Site Data; Improving Prostate,1
2002,Functional Consequences,1
2003,Tensor Factorization,0
2004,Event Cameras; Time-Ordered Recent; Tore Volumes; Timing Information; Recent Event,0
2005,Hunting Scenes; Levantine Rock; Spanish Levantine; Chrono-Cultural Marker,0
2006,Image Deblurring; Blind Image; State-Of-The-Art Deblurring,0
2007,Meta-Parameter Free; Feature Learning,0
2008,Ethylene Oxide; Cooling Performance; Daytime Radiative; Radiative Cooling; Nanocomposite Polymers; Pdrc Materials,1
2009,Multi-Stage Framework,0
2010,Breast Cancer; Cancer Cell; Cell Line; Formulated Nanoparticles; Mcf-7 Breast; Gene Expression,1
2011,Saliency Prediction; Noisy Labelling; Single Noisy; Learn Saliency; Robust Model; Model Fitting,0
2012,Jpeg Images; Blocking Artifacts; Image Quality; Quality Assessment; Luminance Change; Jpeg Image,0
2013,Innate Immune; Immune Response; Priming Signal; Cgas Activation; Cgamp Production,1
2014,Line Balancing; Balancing Problem; Assembly Line; Compared Using; Assembly Lines,0
2015,Fronthaul Load; Cloud Radio; Power Transfer; Radio Access; Wireless Power; Load Balancing,0
2016,Dynamic Allostery; Dynamic Changes; Different Ligands; Binding Partners; Different Binding,1
2017,Transcriptional Profiling; Gene Expression; Pseudomonas Aeruginosa; Aeruginosa Infections,1
2018,Human Activity; Sensor Data; Activity Recognition; Cross Position; Test Accuracy; Position Sensor,0
2019,Ace-2 Binding; N501Y Mutated; Spike Protein; Structural Inhibition; Mutated Spike-Rbd; Binding Site,1
2020,Diquat-Induced Acute; Acute Toxicity; Selenium Nanoparticles; Senps Supplementation,1
2021,Paper Proposes,0
2022,Annotated Data; Proposed Method,1
2023,Shrimp Wastewater; Bacterial Community; Shrimp Farming; Community Composition; Farming Wastewater,1
2024,Motor Networks; Motor Observation; Spectrum Disorder; Systematic Review; Autism Spectrum,1
2025,Spatial Resolution; Stopping Power; Detector System; Computed Tomography; Helium Imaging; Particle Imaging,1
2026,Sports Tourism; Ecological Sports; Sports Culture; Culture Tourism; Culture Belt; Tourism Resources,1
2027,Cellulose Acetate; Using Pyrolysis; Chromatography Mass; Mass Spectrometry,0
2028,Immune Response; Late Tmev-Idd; Demyelinating Disease; Innate Immune; Highly Expressed; Early Tmev-Idd,1
2029,Recent Neural; Sequence Tagging; Neural Architectures; Named Entity; Entity Recognition; Morphologically Rich,0
2030,Offshore Feeding; Prey Energy; Feeding Area; Gray Whale; Gray Whales; Nearshore Energy,1
2031,Plastic Greenhouses; Mean Airborne; Airborne Particulates; Vegetable Plastic; Airborne Bacteria,1
2032,Regret Based,1
2033,Cardiac Innervations; Pathophysiological Mechanisms,1
2034,Moscow Underground,1
2035,Maximum Mechanical; Wind Turbines; Speed Sensor; Convergence Time; Mechanical Power; Power Point,0
2036,Sodium-Ion Batteries; Layered Oxides; Rate Capability,1
2037,Aeruginosa Tcss; Pseudomonas Aeruginosa,1
2038,Thermal Stability; Improved Thermal,1
2039,Patient Specific; Respiratory Sound; Wearable Devices; Specific Model; Model Tuning; Classification Models,1
2040,Proposed Framework; Natural Language,0
2041,Skeletal Muscle; Hindlimb Ischemia; Autophagy Signaling; Regulate Autophagy; Muscle Remodeling,1
2042,Adaptive Algorithm; Lorawan Networks; Multiple Gateways; Proposed Algorithm,0
2043,Intramolecular Cyclization; Solid State,1
2044,Power Ring; Ring Oscillator,0
2045,Compressed Sensing; Nonlinear Analog,0
2046,Dataflow Applications; Memory Management,0
2047,Chain Code; Method Gives; Euclidean Space; Digital Elevation; Relative Code; Well Known,0
2048,Voltametric Signal; Electrode Surface,1
2049,Image Partitioning; Task-Specific Image; Partitioning Framework; Discriminant Function; Superpixel Graph; Supervised Partitioning,0
2050,Semantic Processing; Processing Tasks; Cognitive Processes; Semantic Tasks; Cognitive Control; Non-Linguistic Cognitive,1
2051,Mild Traumatic; Traumatic Brain; Brain Injury,1
2052,Gesture Recognition; Neural Network; Recognition System,1
2053,Video Summarization; Unsupervised Video; Piecewise Linear; Linear Interpolation; Natural Sequence,0
2054,Chromatin Assembly; Upon Repression,1
2055,Performing Arts; Semantic Model; Among Audiovisual; Among Media,0
2056,Person Tracking; Uav-Based Person; Unmanned Aerial; Aerial Vehicle; Tracking System,0
2057,First Story; Story Detection,0
2058,Cr2O72- Ions; Metal Organic; Organic Framework,1
2059,Image Denoising; External Correlations; Similar Images; External Similar; Patch Matching; Proposed Method,0
2060,Dual-Branch Network; Classification Performance; Imbalance Learning; Class Imbalance; Cumulative Dual-Branch; Long-Tailed Classification,0
2061,Primary Ureteral; Stump Carcinoma; Ureteral Stump,1
2062,Mycobacterium Tuberculosis; Recombinant Form; Conformational States; Early Secreted; Secreted Antigenic; Antigenic Target,1
2063,Photon-Counting Detector,1
2064,Head Pose; State-Of-The-Art Tracking; Tracking Approaches; Proposed Method,0
2065,Application Execution; One-To-One Mapping; Existing Dalvik; Runtime System; Mobile Devices; Execution Structure,0
2066,Iterated Local; Exact Algorithm; Metaheuristic Algorithms; Local Search; Optimal Solutions; Evaluation Technique,0
2067,Process Integration; Cleaner Production; Process Intensification,0
2068,Purse Seine; Life Cycle; Environmental Performance; Pelagic Fisheries; Purse Seiners; Fish Landed,0
2069,Slc44A1-Prkca Fusion; Glioneuronal Tumors; Pgnt Patients; Red-Green Signal; Three Pgnt; Fused Signal,1
2070,Hardening Principles; Vertical Cavity; Cavity Surface; Surface Emitting; Emitting Laser,0
2071,A; B,0
2072,View Information; Vehicle Re-Id,0
2073,Online Operation; State-Of-The-Art Results,0
2074,Foetal Reduction; First-Time Mothers; Undergo Foetal; Next Pregnancy; 'Big Picture; Reduction Following,0
2075,Automatic Hookworm; Hookworm Detection; Capsule Endoscopy; Tubular Structure; Wireless Capsule,1
2076,Location Selection; Moving Objects; Optimal Location; Candidate Locations,0
2077,Wearable Microfluidic; Finger-Actuated Pumps; Sweat Sensing; Sample Analysis,1
2078,State-Of-The-Art Review; Radiometric Aspects; Digital Photogrammetric; Photogrammetric Images,0
2079,Korean Pine; Seed Weight; Spraying Bacterial; Cone Development; Seed Quality; Fungal Solutions,1
2080,Environmental Literacy; Literacy Level; Biological Science; Environmental Issues; Different Disciplines; Kandy District,0
2081,Neural Networks; Unseen Categories; Mutual Information-Based; Proposed Method; Different Image; Information-Based Disentangled,1
2082,Shape Space; Shape Geodesics; Shape Comparison; Robust Norm; Static Gesture; Gesture Recognition,0
2083,Approximate Nearest; Nearest Neighbor,0
2084,Kidney Function; Kidney Biopsy,1
2085,Tissue Repair; Hematopoietic Stem; Progenitor Cells,1
2086,Human Facial; Facial Expressions; Covariance Matrices,0
2087,Activity Features; Activity Analysis; Branch Takes; Label Prediction; Future Activities,0
2088,Real-Time Visual; One-Step Backtracking; Visual Tracking; Occlusion Detection,0
2089,Amino Sugars; Grsp Concentrations; Within Soil; Native Forest; Aggregate Sizes; Restoration Chronosequence,1
2090,Quantum Cryptographic,0
2091,Adaptive Selection; Selection Strategy; Run-Time Performance; Fast Decision; H.264/Avc Intra-Prediction; Intra-Prediction Modes,0
2092,Viewpoint Sampling; Coverage Path; Sampling Strategy; Path Planning; Inspection Task; Targetted Viewpoint,0
2093,Optimal Recovery,0
2094,Cell Migration; Hurp Methylation; Centrosome Repositioning,1
2095,Osteogenic Differentiation; Jak2/Stat3 Signaling; Signaling Pathway; Stem Cells; Regenerative Medicine; Osteoblast-Specific Markers,1
2096,Eco-City Project; Urban Cultural; Cultural Construction; Social Service,0
2097,Crassostrea Gigas; Nf-Κb Activation,1
2098,A; B,0
2099,Postoperative Immobilization; Abduction Pillow; Cerebral Palsy; Petrie Cast; Spica Cast; Complication Rates,1
2100,Average Accuracy; Motor Imagery; Signal Classification; Accuracy Rate; Proposed Method,0
2101,Transesophageal Echocardiography; Multimodality Imaging; Computed Tomography; Atrial Fibrillation; Left Atrial; Cardiac Magnetic,1
2102,Coastal Cities; Artistic Design; Marine Landscape; Marine Culture; Marine Landscapes,0
2103,Pharmaceutically Active; Environmental Sustainability,0
2104,Covid-19 Pandemic; Provide Care; Social Support; Remote Consultations; Medical Care; Diabetes Mellitus,1
2105,A; B,1
2106,Selenium Toxicity; Total Protein; Fish Ctenopharyngodon; Less Hardy; Significantly Increased; Immune Capacity,1
2107,Synthetic Aperture; Aperture Radar; Previous State-Of-The-Art; Real-Time Operation,0
2108,Series Classification; Time Series; Benchmark Datasets; Sequential Model-Based; Model-Based Optimization; Nested Cross-Validation,0
2109,Action Recognition; Open-Set Action; Spatio-Temporal Representation; State-Of-The-Art Methods; Joint Learning; Open-Set Condition,0
2110,Proposed Sbg-Dir; Sbg-Dir Method; State-Of-The-Art Demons; Superpixel-Borders-Guided Deformation; Volume Representation; Binary Volume,0
2111,Boundary Uncertainty; Single Deep; Learning Model; Gland Instance; Shape Similarity; Deep Learning,1
2112,Dictionary Learning; Image Separation; Source Separation; Learning Framework; Component Captures,0
2113,Skin Care; Barrier Function,1
2114,Glaucoma Detection; Fundus Images; Prediction Subnet; Attention-Based Glaucoma; Attention Maps; Pathological Area,1
2115,Information Disclosure; Carbon Information; Disclosure Quality; Power Industry; Enterprise Size; Media Reports,1
2116,A; B,0
2117,A; B,1
2118,Mitral Regurgitation; Mitral Valve; Respiratory Failure; Cardiogenic Shock; Acute Mitral; Right Upper,1
2119,Tunable Lasers,0
2120,Child-Robot Theater; Steam Education; Using Robots,0
2121,Bile Duct; Iatrogenic Bile; Duct Injuries; Duct Injury,0
2122,Local Searching; Inheritance Mechanism; Elite Inheritance; Software Product,0
2123,Public-Relations Videos,0
2124,Feature Point; Point Extraction; Local Adaptive; Adaptive Threshold; Proposed Method; Feature Points,0
2125,Kernel Bundle; Image Registration; Stationary Velocity; Registration Algorithms; Velocity Fields; Framework Allows,1
2126,Sentiment Analysis; Social Media; Fuzzy Rule; Unsupervised Sentiment; Media Posts; Rule Based,0
2127,A; B,0
2128,Lithic Clast; Abrasion Feature; Aeolian Rat-Tails; Unimodal Abrasion; Evolutionary Sequence; Abrasion Direction,0
2129,Gilf El-Kebir; Jebel El-'Uweinat; Libyan Desert,0
2130,Migration Process; Shaying River; River Basin,1
2131,Germ Cell; Adverse Effect; Copper Nanoparticles; Cell Proliferation,1
2132,Occupational Needlestick; Needlestick Injury,1
2133,Brain Mapping,0
2134,Mueller Matrix; Matrix Parameters; Cancer Cells; Fibrotic Stroma,1
2135,Cochlear Height; Significantly Correlated; Cochlear Metrics; Basal Turn; Significant Positive,1
2136,Detail Extraction; Saliency Analysis; Spatial Resolution; Better Performance; State-Of-The-Art Methods; Gaussian Mixture,0
2137,Genetic Program; Zikv-Infected Macrophages; Inflammatory Response; Post-Transcriptional Control,1
2138,Surgery Using; Post-Operative Images; Deep Brain; Patients Underwent; Brain Stimulation; Euclidean Distances,1
2139,Solar Cells; Transporting Materials; Perovskite Solar; Hole Transporting,0
2140,Gain Estimators; Binary Gain; Binary Mask; Continuous Gain; Mask Techniques; State-Of-The-Art Continuous,0
2141,Feature Pyramid; Pyramid Network; Sequential Feature; Generative Adversarial; Boundary Localization; Defect Detectors,0
2142,Isolated Skyrmions; Topological Spin; Spin Textures,1
2143,Bone Mineral; Mineral Density; Randomized Controlled; Controlled Trial,1
2144,Junction Structure; Branch Migration; Dnazyme Feedback; Feedback Circuit; Signal Amplification; Fluorescence Biosensor,1
